Provincias;Tasas;Sexo;Periodo;Total
38 Santa Cruz de Tenerife;Tasa de paro de la población;Ambos sexos;2006T1;11,84
38 Santa Cruz de Tenerife;Tasa de paro de la población;Ambos sexos;2005T4;9,62
38 Santa Cruz de Tenerife;Tasa de paro de la población;Ambos sexos;2005T3;10,60
38 Santa Cruz de Tenerife;Tasa de paro de la población;Ambos sexos;2005T2;11,02
38 Santa Cruz de Tenerife;Tasa de paro de la población;Ambos sexos;2005T1;11,17
38 Santa Cruz de Tenerife;Tasa de paro de la población;Ambos sexos;2004T4;11,04
38 Santa Cruz de Tenerife;Tasa de paro de la población;Ambos sexos;2004T3;12,52
38 Santa Cruz de Tenerife;Tasa de paro de la población;Ambos sexos;2004T2;14,35
38 Santa Cruz de Tenerife;Tasa de paro de la población;Ambos sexos;2004T1;13,80
38 Santa Cruz de Tenerife;Tasa de paro de la población;Ambos sexos;2003T4;13,71
38 Santa Cruz de Tenerife;Tasa de paro de la población;Ambos sexos;2003T3;11,84
38 Santa Cruz de Tenerife;Tasa de paro de la población;Ambos sexos;2003T2;12,36
38 Santa Cruz de Tenerife;Tasa de paro de la población;Ambos sexos;2003T1;11,43
38 Santa Cruz de Tenerife;Tasa de paro de la población;Ambos sexos;2002T4;12,09
38 Santa Cruz de Tenerife;Tasa de paro de la población;Ambos sexos;2002T3;11,18
38 Santa Cruz de Tenerife;Tasa de paro de la población;Ambos sexos;2002T2;11,65
38 Santa Cruz de Tenerife;Tasa de paro de la población;Ambos sexos;2002T1;11,06
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2026T1;54,00
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2025T4;51,91
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2025T3;50,75
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2025T2;52,23
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2025T1;51,50
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2024T4;50,83
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2024T3;50,72
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2024T2;50,53
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2024T1;50,58
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2023T4;49,87
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2023T3;48,65
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2023T2;48,93
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2023T1;46,17
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2022T4;47,66
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2022T3;46,09
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2022T2;47,29
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2022T1;46,84
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2021T4;47,00
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2021T3;44,17
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2021T2;42,14
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2021T1;41,86
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2020T4;43,62
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2020T3;42,90
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2020T2;41,18
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2020T1;47,29
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2019T4;49,35
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2019T3;47,91
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2019T2;49,10
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2019T1;49,02
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2018T4;48,94
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2018T3;47,83
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2018T2;47,19
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2018T1;47,14
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2017T4;46,76
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2017T3;47,14
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2017T2;45,46
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2017T1;45,54
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2016T4;46,86
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2016T3;46,34
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2016T2;44,85
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2016T1;45,40
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2015T4;46,26
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2015T3;45,08
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2015T2;43,05
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2015T1;42,91
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2014T4;43,03
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2014T3;41,35
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2014T2;40,41
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2014T1;40,13
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2013T4;40,67
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2013T3;40,76
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2013T2;40,44
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2013T1;40,74
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2012T4;41,57
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2012T3;41,47
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2012T2;43,83
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2012T1;43,70
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2011T4;44,28
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2011T3;45,72
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2011T2;46,30
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2011T1;45,82
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2010T4;45,80
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2010T3;45,22
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2010T2;44,19
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2010T1;44,64
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2009T4;45,97
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2009T3;46,29
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2009T2;45,69
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2009T1;45,46
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2008T4;48,04
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2008T3;49,52
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2008T2;50,55
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2008T1;51,22
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2007T4;53,08
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2007T3;53,17
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2007T2;54,86
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2007T1;53,97
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2006T4;52,86
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2006T3;53,50
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2006T2;52,68
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2006T1;51,47
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2005T4;52,90
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2005T3;51,92
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2005T2;50,96
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2005T1;51,14
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2004T4;51,22
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2004T3;51,08
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2004T2;50,60
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2004T1;50,54
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2003T4;51,11
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2003T3;51,45
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2003T2;51,61
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2003T1;50,82
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2002T4;50,37
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2002T3;50,23
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2002T2;49,88
38 Santa Cruz de Tenerife;Tasa de empleo de la población;Ambos sexos;2002T1;50,34
40 Segovia;Tasa de actividad;Ambos sexos;2026T1;57,60
40 Segovia;Tasa de actividad;Ambos sexos;2025T4;57,29
40 Segovia;Tasa de actividad;Ambos sexos;2025T3;58,20
40 Segovia;Tasa de actividad;Ambos sexos;2025T2;57,87
40 Segovia;Tasa de actividad;Ambos sexos;2025T1;56,82
40 Segovia;Tasa de actividad;Ambos sexos;2024T4;58,92
40 Segovia;Tasa de actividad;Ambos sexos;2024T3;57,57
40 Segovia;Tasa de actividad;Ambos sexos;2024T2;59,79
40 Segovia;Tasa de actividad;Ambos sexos;2024T1;58,73
40 Segovia;Tasa de actividad;Ambos sexos;2023T4;58,45
40 Segovia;Tasa de actividad;Ambos sexos;2023T3;59,33
40 Segovia;Tasa de actividad;Ambos sexos;2023T2;60,66
40 Segovia;Tasa de actividad;Ambos sexos;2023T1;57,25
40 Segovia;Tasa de actividad;Ambos sexos;2022T4;56,53
40 Segovia;Tasa de actividad;Ambos sexos;2022T3;58,91
40 Segovia;Tasa de actividad;Ambos sexos;2022T2;58,24
40 Segovia;Tasa de actividad;Ambos sexos;2022T1;56,75
40 Segovia;Tasa de actividad;Ambos sexos;2021T4;56,62
40 Segovia;Tasa de actividad;Ambos sexos;2021T3;58,88
40 Segovia;Tasa de actividad;Ambos sexos;2021T2;58,89
40 Segovia;Tasa de actividad;Ambos sexos;2021T1;56,46
40 Segovia;Tasa de actividad;Ambos sexos;2020T4;59,95
40 Segovia;Tasa de actividad;Ambos sexos;2020T3;59,40
40 Segovia;Tasa de actividad;Ambos sexos;2020T2;55,99
40 Segovia;Tasa de actividad;Ambos sexos;2020T1;58,63
40 Segovia;Tasa de actividad;Ambos sexos;2019T4;62,29
40 Segovia;Tasa de actividad;Ambos sexos;2019T3;60,24
40 Segovia;Tasa de actividad;Ambos sexos;2019T2;59,27
40 Segovia;Tasa de actividad;Ambos sexos;2019T1;56,28
40 Segovia;Tasa de actividad;Ambos sexos;2018T4;56,77
40 Segovia;Tasa de actividad;Ambos sexos;2018T3;57,76
40 Segovia;Tasa de actividad;Ambos sexos;2018T2;57,68
40 Segovia;Tasa de actividad;Ambos sexos;2018T1;57,25
40 Segovia;Tasa de actividad;Ambos sexos;2017T4;58,06
40 Segovia;Tasa de actividad;Ambos sexos;2017T3;60,00
40 Segovia;Tasa de actividad;Ambos sexos;2017T2;60,44
40 Segovia;Tasa de actividad;Ambos sexos;2017T1;61,09
40 Segovia;Tasa de actividad;Ambos sexos;2016T4;61,12
40 Segovia;Tasa de actividad;Ambos sexos;2016T3;60,78
40 Segovia;Tasa de actividad;Ambos sexos;2016T2;60,81
40 Segovia;Tasa de actividad;Ambos sexos;2016T1;59,39
40 Segovia;Tasa de actividad;Ambos sexos;2015T4;58,84
40 Segovia;Tasa de actividad;Ambos sexos;2015T3;58,88
40 Segovia;Tasa de actividad;Ambos sexos;2015T2;60,70
40 Segovia;Tasa de actividad;Ambos sexos;2015T1;60,43
40 Segovia;Tasa de actividad;Ambos sexos;2014T4;58,73
40 Segovia;Tasa de actividad;Ambos sexos;2014T3;59,23
40 Segovia;Tasa de actividad;Ambos sexos;2014T2;59,56
40 Segovia;Tasa de actividad;Ambos sexos;2014T1;59,29
40 Segovia;Tasa de actividad;Ambos sexos;2013T4;59,50
40 Segovia;Tasa de actividad;Ambos sexos;2013T3;58,92
40 Segovia;Tasa de actividad;Ambos sexos;2013T2;59,87
40 Segovia;Tasa de actividad;Ambos sexos;2013T1;57,82
